marca,modelo,transmision,color,kilometraje,tipo_motor,capacidad_motor,carroceria,traccion,precio_en_usd,num_fotos,dias_en_catalogo,edad
Volvo,460,mechanical,white,284000,gasoline,1.7,sedan,front,1600,5,268,30
Volvo,S60,automatic,grey,126763,diesel,2,sedan,front,15950,24,24,5
Volvo,S60,mechanical,silver,360000,gasoline,2,sedan,front,5000,7,22,18
Volvo,V50,mechanical,other,345000,diesel,2,universal,front,6700,10,89,14
Volvo,S40,automatic,blue,110000,gasoline,2,sedan,front,8700,6,66,10
Volvo,C70,automatic,silver,402336,gasoline,2.3,coupe,front,3100,14,38,22
Volvo,S40,automatic,black,206700,gasoline,2.4,sedan,front,6999,4,27,13
Volvo,S80,automatic,blue,410235,diesel,2.5,sedan,front,4200,12,81,21
Volvo,S40,mechanical,blue,222222,gasoline,1.8,sedan,front,1500,5,43,22
Volvo,460,mechanical,blue,300000,gasoline,1.8,sedan,front,500,7,139,24
Volvo,S40,mechanical,green,434000,gasoline,1.8,sedan,front,2500,8,5,22
Volvo,XC60,automatic,blue,226000,diesel,2.4,suv,all,15950,24,4,9
Volvo,XC90,automatic,red,239792,gasoline,2.9,suv,all,7950,27,26,16
Volvo,S80,automatic,black,175000,gasoline,2.5,sedan,front,11800,6,42,9
Volvo,V70,mechanical,other,317000,diesel,2.4,universal,front,5999,27,58,19
Volvo,S80,automatic,silver,204000,gasoline,2.5,sedan,all,6700,4,3,15
Volvo,XC90,automatic,grey,204200,gasoline,4.4,suv,all,9250,16,9,14
Volvo,740,mechanical,black,240000,gasoline,2.3,sedan,rear,1000,9,33,32
Volvo,V60,mechanical,grey,134000,diesel,1.6,universal,front,12950,10,87,5
Volvo,S60,automatic,black,260000,diesel,2.4,sedan,front,8499,9,67,15
Volvo,V40,mechanical,blue,371000,gasoline,1.8,universal,front,2632.08,9,40,23
Volvo,440,mechanical,red,200000,gasoline,1.7,hatchback,front,500,15,3,29
Volvo,850,automatic,black,493000,gasoline,2.5,sedan,front,800,7,65,26
Volvo,S80,automatic,blue,300000,gasoline,2.9,sedan,front,2200,5,7,20
Volvo,XC90,automatic,black,321869,gasoline,2.5,suv,front,9800,12,182,15
Volvo,XC90,automatic,black,224000,gasoline,2.5,suv,all,10400,10,17,13
Volvo,S80,automatic,black,311000,diesel,2.4,sedan,front,5600,10,127,17
Volvo,S40,automatic,black,145000,gasoline,2,sedan,front,8950,7,194,10
Volvo,S40,mechanical,yellow,173000,gasoline,1.6,sedan,front,6900,3,81,13
Volvo,XC90,automatic,brown,135000,diesel,2.4,suv,front,15408.23,10,394,12
Volvo,XC60,automatic,other,159000,diesel,2.4,suv,all,14450,21,7,11
Volvo,S80,automatic,silver,220000,gasoline,2.5,sedan,front,8300,5,2,12
Volvo,460,mechanical,black,410000,gasoline,1.6,sedan,front,850,8,49,24
Volvo,S40,automatic,silver,204000,gasoline,2,sedan,front,7500,5,2,10
Volvo,S60,automatic,blue,361000,gasoline,2.5,sedan,all,7600,4,3,13
Volvo,S80,automatic,blue,350000,gasoline,2.8,sedan,front,4250,4,159,21
Volvo,XC90,automatic,blue,203000,gasoline,3.2,suv,all,13900,14,152,12
Volvo,XC60,mechanical,other,150478,diesel,2,suv,front,19350,18,26,5
Volvo,S60,mechanical,blue,369000,gasoline,2.3,sedan,front,3499,44,18,19
Volvo,S70,mechanical,red,370000,gasoline,2.5,sedan,front,2250,6,11,22
Volvo,S80,automatic,black,172000,gasoline,2,sedan,front,11500,14,13,9
Volvo,V60,mechanical,blue,130000,diesel,2,universal,front,15370,9,11,5
Volvo,XC90,automatic,blue,320000,gasoline,2.4,suv,all,12800,10,77,13
Volvo,S80,automatic,black,126000,gasoline,2.5,sedan,front,15510,9,2,8
Volvo,850,mechanical,blue,300000,diesel,2,sedan,front,2350,9,9,26
Volvo,S60,mechanical,black,190000,gasoline,1.6,sedan,front,11000,7,72,8
Volvo,XC90,automatic,black,182000,diesel,2,suv,all,35800,30,35,5
Volvo,S80,automatic,grey,275000,diesel,2.4,sedan,front,10100,10,10,13
Volvo,XC60,automatic,blue,63370,gasoline,2,suv,front,29000,19,9,5
Volvo,S40,mechanical,black,270000,diesel,2,sedan,front,7000,13,2,15
Volvo,S60,automatic,black,323000,gasoline,2.5,sedan,front,4500,12,17,17
Volvo,V70,automatic,white,290000,gasoline,2.4,universal,front,3950,12,45,19
Volvo,XC60,automatic,black,220000,diesel,2.4,suv,all,16900,22,57,8
Volvo,264,mechanical,blue,350000,gasoline,2.7,sedan,rear,1000,4,54,42
Volvo,V50,mechanical,black,200000,gasoline,1.8,universal,front,5000,9,237,14
Volvo,S80,automatic,silver,360000,gasoline,2.8,sedan,front,3000,15,35,21
Volvo,S90,automatic,silver,500000,gasoline,2.9,sedan,rear,3500,5,29,22
Volvo,S60,automatic,silver,180000,gasoline,2,sedan,front,11200,14,48,10
Volvo,XC90,automatic,black,360000,diesel,2.4,suv,all,9999,13,97,16
Volvo,940,mechanical,blue,345000,diesel,2.4,sedan,rear,2000,6,106,28
Volvo,460,automatic,blue,32234,gasoline,1.7,sedan,front,1222,5,15,24
Volvo,240,automatic,green,140000,gasoline,2.1,sedan,rear,8500,15,178,41
Volvo,S40,mechanical,blue,442000,gasoline,1.8,sedan,front,2350,18,78,22
Volvo,V40,mechanical,red,270000,gasoline,1.8,universal,front,2900,6,80,24
Volvo,S80,mechanical,black,400000,gasoline,1.6,sedan,front,8500,2,3,8
Volvo,S40,mechanical,blue,277000,gasoline,1.8,sedan,front,2850,7,123,23
Volvo,S40,automatic,white,84000,gasoline,2,sedan,front,9200,9,174,8
Volvo,XC90,automatic,blue,380000,diesel,2.5,suv,all,10500,6,3,16
Volvo,XC60,automatic,grey,177000,diesel,2.4,suv,all,15990,7,165,11
Volvo,V40,mechanical,blue,370000,gasoline,1.8,universal,front,2750,7,31,23
Volvo,244,mechanical,brown,180000,gasoline,2.1,sedan,rear,1250,7,11,37
Volvo,XC90,automatic,silver,245000,diesel,2.4,suv,all,11500,6,77,13
Volvo,XC70,automatic,blue,131966,gasoline,3.2,universal,all,11600,13,45,12
Volvo,S60,automatic,white,73700,gasoline,1.6,sedan,front,12700,7,49,8
Volvo,S60,automatic,silver,275000,gasoline,2.5,sedan,all,5200,6,15,14
Volvo,S80,automatic,black,145000,gasoline,2.5,sedan,front,14000,19,7,9
Volvo,V70,automatic,grey,305775,gasoline,2.4,universal,front,5000,24,19,19
Volvo,XC90,automatic,black,300000,diesel,2.4,suv,all,9000,9,3,17
Volvo,460,mechanical,other,270000,gasoline,1.8,sedan,front,870,14,67,26
Volvo,XC70,automatic,brown,210000,diesel,2.4,universal,all,17500,18,66,9
Volvo,XC90,automatic,black,175000,gasoline,4.4,suv,all,12000,9,60,13
Volvo,S90,automatic,green,280000,gasoline,3,sedan,rear,2700,4,358,22
Volvo,S80,automatic,silver,300000,gasoline,2.8,sedan,front,3900,8,44,21
Volvo,V40,mechanical,blue,328000,gasoline,1.8,universal,front,4250,11,34,17
Volvo,XC70,automatic,black,147000,diesel,2.4,universal,all,17100,16,3,8
Volvo,V40,mechanical,silver,350000,diesel,1.9,universal,front,2940.34,4,11,18
Volvo,960,mechanical,green,460000,gasoline,2.5,sedan,rear,2650,9,48,25
Volvo,940,mechanical,white,333333,gasoline,2,sedan,rear,1500,10,14,28
Volvo,V70,automatic,black,111000,gasoline,2.5,universal,front,11900,7,78,12
Volvo,S60,mechanical,black,223000,gasoline,2.4,sedan,front,5300,3,201,16
Volvo,S60,mechanical,black,222260,gasoline,2.4,sedan,front,5300,13,250,16
Volvo,S60,automatic,white,121000,gasoline,1.6,sedan,front,11900,12,12,8
Volvo,850,automatic,blue,313000,diesel,2.5,sedan,front,3300,6,56,23
Volvo,S60,automatic,grey,77000,gasoline,2,sedan,front,13900,11,15,4
Volvo,850,mechanical,white,111111,gasoline,2.5,universal,front,3200,11,113,25
Volvo,XC90,automatic,blue,187000,gasoline,2.5,suv,all,11700,5,131,12
Volvo,S60,mechanical,red,76600,gasoline,1.6,sedan,front,16000,11,26,9
Volvo,S80,automatic,black,150500,gasoline,2.5,sedan,front,19999,16,90,7
Volvo,C70,mechanical,other,298000,gasoline,2.3,coupe,front,5999,5,172,22
Volvo,S60,mechanical,blue,261000,gasoline,2.4,sedan,front,7500,20,62,15
Volvo,V70,automatic,grey,233000,gasoline,2.4,universal,front,5700,8,172,16
Volvo,V40,mechanical,blue,433297,diesel,1.9,universal,front,1550,8,4,22
Volvo,XC90,automatic,black,201000,gasoline,3.2,suv,all,14900,13,77,9
Volvo,S60,mechanical,grey,445000,gasoline,2.4,sedan,front,6390,3,83,19
Volvo,XC90,automatic,black,238000,gasoline,2.5,suv,front,8500,8,18,14
Volvo,S80,automatic,grey,270000,gasoline,4.4,sedan,all,7700,11,28,13
Volvo,S80,automatic,silver,255000,gasoline,2.5,sedan,front,8300,3,155,12
Volvo,440,mechanical,green,4200,gasoline,1.8,hatchback,front,600,4,9,23
Volvo,XC60,automatic,black,135000,diesel,2,suv,front,20750,10,10,5
Volvo,XC60,automatic,black,209000,gasoline,3,suv,all,14900,17,14,10
Volvo,240,mechanical,red,315000,gasoline,2.1,universal,rear,1900,4,55,35
Volvo,XC90,mechanical,black,229500,diesel,2.4,suv,all,16500,10,74,12
Volvo,S60,automatic,blue,202300,gasoline,2.5,sedan,all,9500,8,61,14
Volvo,V40,mechanical,red,394000,gasoline,2,universal,front,2800,8,41,23
Volvo,XC70,automatic,blue,259104,gasoline,3.2,universal,all,10950,10,167,12
Volvo,S80,automatic,grey,112000,gasoline,2.5,sedan,front,14800,15,153,9
Volvo,XC70,automatic,other,170000,diesel,2.4,universal,all,15300,12,112,9
Volvo,V70,automatic,white,168900,diesel,1.6,universal,front,13900,12,27,6
Volvo,S80,automatic,black,333575,gasoline,2.5,sedan,front,7700,7,5,14
Volvo,XC90,automatic,silver,230000,gasoline,2.9,suv,all,5200,7,94,17
Volvo,V60,automatic,black,257000,diesel,2,universal,front,14000,10,59,9
Volvo,S40,mechanical,white,401235,diesel,1.9,sedan,front,4000,3,58,19
Volvo,S80,automatic,black,290000,gasoline,4.4,sedan,all,7500,11,40,13
Volvo,S60,automatic,other,320259,gasoline,2.5,sedan,front,7900,1,85,17
Volvo,S60,automatic,black,406198,gasoline,2.4,sedan,front,4500,20,197,19
Volvo,XC60,automatic,black,151000,gasoline,3,suv,all,13600,4,60,12
Volvo,S40,automatic,black,167483,gasoline,2.4,sedan,front,5169.31,10,17,16
Volvo,XC90,automatic,silver,263850,gasoline,2.5,suv,all,9000,7,68,15
Volvo,S80,mechanical,silver,505000,gasoline,2,sedan,front,3100,8,109,21
Volvo,S60,automatic,grey,240000,gasoline,2.4,sedan,front,4250,6,158,19
Volvo,XC60,automatic,other,95000,diesel,2.4,suv,all,32300,5,55,4
Volvo,XC90,automatic,silver,321404,diesel,2.4,suv,all,9200,14,6,17
Volvo,S40,automatic,white,10000,gasoline,2,sedan,front,8900,6,21,10
Volvo,S80,automatic,black,185000,gasoline,2.5,sedan,front,13850,7,139,8
Volvo,S40,mechanical,silver,350000,diesel,1.9,sedan,front,1800,4,32,23
Volvo,XC90,automatic,black,198000,gasoline,2.9,suv,all,7300,10,84,17
Volvo,940,mechanical,red,345000,gasoline,2.3,sedan,rear,1000,6,486,29
Volvo,S60,automatic,grey,40300,gasoline,2,sedan,all,17900,10,35,3
Volvo,S80,automatic,silver,394772,gasoline,2.9,sedan,front,6700,13,38,17
Volvo,V40,automatic,blue,340000,gasoline,2,universal,front,2050,5,60,22
Volvo,XC90,automatic,black,224000,gasoline,2.5,suv,front,10400,18,43,14
Volvo,S40,automatic,silver,328000,gasoline,1.8,sedan,front,3500,12,222,19
Volvo,XC60,automatic,brown,107000,diesel,2,universal,front,15555.34,9,6,9
Volvo,XC90,automatic,brown,220000,diesel,2.4,suv,all,14700,6,27,11
Volvo,S70,automatic,green,370000,gasoline,2.5,sedan,rear,2700,8,16,23
Volvo,XC70,automatic,brown,280000,gasoline,3.2,universal,all,11800,10,19,12
Volvo,S40,mechanical,other,150000,gasoline,1.8,sedan,front,6500,5,394,12
Volvo,XC90,automatic,brown,231300,gasoline,2.9,suv,all,7000,12,118,17
Volvo,S40,mechanical,black,290000,gasoline,1.6,sedan,front,1700,29,57,19
Volvo,XC90,automatic,black,260000,diesel,2.4,suv,all,13000,14,16,13
Volvo,V60,mechanical,grey,189000,diesel,1.6,universal,front,14900,7,56,5
Volvo,S60,automatic,blue,253000,gasoline,2.4,sedan,front,7900,12,36,13
Volvo,XC60,automatic,black,146200,gasoline,2,suv,front,16300,12,37,9
Volvo,XC60,mechanical,grey,290000,diesel,2.4,suv,all,16000,6,17,10
Volvo,V70,mechanical,brown,175000,diesel,2,universal,front,16900,16,7,5
Volvo,S40,mechanical,blue,230000,gasoline,1.8,sedan,front,3500,10,182,20
Volvo,XC90,automatic,black,207000,diesel,2.4,suv,all,16400,17,26,11
Volvo,S60,automatic,grey,399117,gasoline,2.5,sedan,all,7200,12,242,14
Volvo,S40,automatic,other,130000,gasoline,2.4,sedan,front,7400,3,71,13
Volvo,S60,mechanical,other,248000,gasoline,2.4,sedan,front,7990,15,61,14
Volvo,XC60,automatic,white,85300,diesel,2.4,suv,all,25000,5,53,6
Volvo,V70,mechanical,silver,199375,diesel,2,universal,front,9100,3,73,5
Volvo,S40,mechanical,white,370000,diesel,1.9,sedan,front,1700,6,28,22
Volvo,C30,mechanical,silver,285000,diesel,1.6,hatchback,front,8999,8,48,10
Volvo,V60,automatic,grey,17650,gasoline,2,universal,all,26500,13,46,2
Volvo,V50,mechanical,silver,234000,diesel,1.6,universal,front,8950,18,7,11
Volvo,XC60,automatic,brown,162000,diesel,2.4,suv,all,14199,19,7,11
Volvo,S40,mechanical,other,170000,gasoline,1.6,sedan,front,6300,8,30,13
Volvo,S80,mechanical,silver,300000,diesel,2.5,sedan,front,5600,1,76,21
Volvo,S40,mechanical,blue,390000,gasoline,2,sedan,front,2600,6,28,21
Volvo,S40,automatic,grey,226918,gasoline,2.4,sedan,front,5500,5,433,16
Volvo,S40,mechanical,blue,290000,diesel,1.9,sedan,front,3793.99,6,8,20
Volvo,XC90,automatic,black,211500,diesel,2.4,suv,all,13999,16,8,13
Volvo,XC90,automatic,black,193121,gasoline,2.9,suv,all,9000,25,46,15
Volvo,XC90,automatic,black,190000,gasoline,3.2,suv,all,16950,14,8,9
Volvo,S60,automatic,yellow,180000,gasoline,2.4,sedan,front,4399,17,111,18
Volvo,XC90,automatic,black,200000,gasoline,2.9,suv,all,6999,18,463,17
Volvo,460,mechanical,blue,250000,gasoline,1.8,sedan,front,1100,7,8,24
Volvo,340,mechanical,blue,223000,gasoline,2.3,sedan,rear,400,7,199,32
Volvo,440,mechanical,green,333333,gasoline,2,hatchback,front,900,10,87,26
Volvo,XC60,automatic,brown,141256,diesel,2.4,suv,front,15950,19,91,10
Volvo,460,mechanical,green,11111,diesel,1.9,sedan,front,750,6,55,24
Volvo,C30,mechanical,black,223000,diesel,1.6,hatchback,front,8000,27,91,13
Volvo,460,mechanical,blue,250000,gasoline,1.8,sedan,front,1100,5,9,24
Volvo,740,mechanical,silver,300000,gasoline,2.3,sedan,rear,1500,6,42,32
Volvo,850,mechanical,blue,300000,diesel,2,sedan,front,2350,9,9,26
Volvo,XC70,automatic,green,220480,gasoline,2.4,liftback,all,5000,15,11,17
Volvo,V50,automatic,grey,240000,gasoline,2.4,universal,front,5500,10,9,16
Volvo,XC90,automatic,black,310000,gasoline,2.9,suv,all,5100,3,85,17
Volvo,440,mechanical,red,360000,gasoline,1.8,hatchback,front,500,16,136,27
Volvo,S80,automatic,blue,251000,gasoline,2.4,sedan,front,7300,8,45,14
Volvo,S60,mechanical,black,230000,gasoline,2.4,sedan,front,5499,16,36,16
Volvo,S80,automatic,black,300000,gasoline,2.4,sedan,front,3300,17,232,19
Volvo,V60,mechanical,black,215000,diesel,2,universal,front,15750,19,9,5
Volvo,XC70,automatic,red,219000,diesel,2.4,universal,all,15750,20,9,8
Volvo,S80,automatic,brown,147000,gasoline,2.5,sedan,front,15950,17,9,7
Volvo,S80,automatic,grey,360000,gasoline,2,sedan,front,3650,4,66,19
Volvo,S80,mechanical,black,300000,diesel,1.6,sedan,front,10000,17,62,10
Volvo,440,mechanical,blue,350000,gasoline,2,hatchback,front,400,9,92,25
Volvo,S60,automatic,black,76000,gasoline,2.4,sedan,front,8500,7,19,12
Volvo,S80,automatic,grey,430000,diesel,2.4,sedan,front,9250,12,45,13
Volvo,S80,automatic,silver,171000,gasoline,2.5,sedan,front,9000,15,90,13
Volvo,S80,automatic,grey,182000,gasoline,2.4,sedan,front,7500,13,16,14
Volvo,S60,automatic,grey,263746,gasoline,2.5,sedan,front,7700,13,166,14
Volvo,S60,mechanical,silver,270000,gasoline,2.5,sedan,front,4000,5,18,17
Volvo,V70,automatic,grey,350000,gasoline,2.4,universal,front,4599,17,10,18
Volvo,XC60,automatic,white,170000,diesel,2.4,suv,all,20000,11,180,10
Volvo,S80,mechanical,silver,98000,gasoline,2,sedan,front,3900,4,95,21
Volvo,S40,mechanical,green,270000,gasoline,2,sedan,front,2608.37,6,10,22
Volvo,V40,mechanical,other,400000,diesel,1.9,universal,front,1800,2,10,23
Volvo,XC70,automatic,white,175000,diesel,2.4,universal,all,25000,13,1330,7
Volvo,S40,mechanical,blue,149000,diesel,1.6,sedan,front,6500,22,66,15
Volvo,XC60,automatic,brown,70000,diesel,2.4,suv,all,19999,8,130,9
Volvo,S60,mechanical,silver,170700,diesel,1.6,sedan,front,13650,11,39,5
Volvo,460,mechanical,red,300000,gasoline,1.8,sedan,front,400,10,36,26
Volvo,S60,automatic,red,150000,gasoline,2,sedan,front,14500,20,49,8
Volvo,S80,automatic,silver,352000,gasoline,2.5,sedan,front,5200,13,42,16
Volvo,240,mechanical,white,365789,gasoline,2,universal,rear,758.8,6,29,33
Volvo,S40,automatic,other,191000,gasoline,2.4,sedan,front,6900,19,27,13
Volvo,V40,mechanical,grey,200000,diesel,2,hatchback,front,13900,5,13,5
Volvo,V40,mechanical,red,350000,diesel,1.9,universal,front,2350,3,80,22
Volvo,S60,automatic,white,67000,gasoline,2.5,sedan,front,15000,3,57,8
Volvo,XC70,automatic,black,252000,diesel,2.4,universal,all,11700,16,59,12
Volvo,V40,mechanical,grey,53000,diesel,1.6,hatchback,front,16508.82,5,62,5
Volvo,460,mechanical,blue,326000,gasoline,1.8,sedan,front,1300,5,89,25
Volvo,S80,automatic,black,190000,gasoline,2.5,sedan,front,9095,14,197,13
Volvo,S40,automatic,other,220000,gasoline,2.4,sedan,front,6800,10,11,15
Volvo,XC60,mechanical,white,230000,diesel,2.4,universal,front,14990,5,79,11
Volvo,XC60,automatic,other,56000,diesel,2.4,suv,all,32000,17,57,6
Volvo,XC60,automatic,grey,172000,diesel,2.4,suv,all,21999,19,18,6
Volvo,S40,automatic,silver,308000,gasoline,2.5,sedan,front,5999,18,23,16
Volvo,XC90,automatic,black,146100,gasoline,2.9,suv,all,8599,16,18,16
Volvo,XC60,automatic,white,165000,diesel,2,suv,front,22200,6,14,5
Volvo,S40,mechanical,blue,400000,gasoline,1.8,sedan,rear,2500,8,89,24
Volvo,S60,automatic,other,150000,gasoline,1.6,sedan,front,10999,7,11,8
Volvo,440,mechanical,blue,322126,gasoline,1.7,sedan,front,507.92,9,11,29
Volvo,V50,mechanical,silver,285000,diesel,2,universal,front,7100,11,12,15
Volvo,S60,automatic,silver,127000,gasoline,2.4,sedan,front,7200,9,20,13
Volvo,460,mechanical,silver,220000,gasoline,1.7,sedan,front,250,9,54,27
Volvo,XC90,automatic,red,133000,gasoline,2.5,suv,all,15300,16,129,11
Volvo,XC90,automatic,brown,189400,gasoline,3.2,suv,all,24999,18,46,6
Volvo,S80,automatic,black,298200,gasoline,3,sedan,all,8999,18,61,13
Volvo,S80,automatic,black,140000,gasoline,1.6,sedan,front,9959.2,7,12,8
Volvo,XC70,automatic,blue,278000,gasoline,2.4,universal,all,5000,10,23,19
Volvo,XC90,automatic,brown,199500,diesel,2.4,suv,all,17099,18,42,10
Volvo,XC90,automatic,red,299000,gasoline,4.4,suv,all,12899,17,35,13
Volvo,XC90,automatic,red,111200,gasoline,3.2,suv,all,19999,18,55,9
Volvo,S60,automatic,white,99400,gasoline,1.6,sedan,front,10499,17,87,8
Volvo,S60,automatic,black,145000,gasoline,2.5,sedan,front,14999,16,129,8
Volvo,S80,mechanical,silver,343000,diesel,2.5,sedan,front,3800,12,433,21
Volvo,XC90,automatic,silver,343373,gasoline,2.5,suv,all,9900,14,97,17
Volvo,850,mechanical,white,400000,gasoline,2.5,sedan,front,1700,9,62,26
Volvo,XC90,automatic,black,268000,diesel,2.4,suv,all,12900,8,153,13
Volvo,C30,mechanical,white,97000,gasoline,1.6,hatchback,front,8394.2,11,67,10
Volvo,S60,automatic,blue,133000,gasoline,2,sedan,front,10200,11,13,10
Volvo,460,mechanical,red,200000,gasoline,1.7,sedan,front,600,8,13,30
Volvo,S60,mechanical,red,166000,gasoline,1.6,sedan,front,10900,14,30,9
Volvo,V40,mechanical,black,294828,diesel,1.9,universal,front,3300,10,72,20
Volvo,XC90,automatic,black,269000,gasoline,2.9,suv,all,9350,10,678,16
Volvo,V70,mechanical,black,600000,diesel,2.5,universal,front,2300,6,15,21
Volvo,S80,mechanical,brown,360000,gasoline,2.9,sedan,front,4000,8,22,21
Volvo,XC60,automatic,black,130000,diesel,2.4,suv,all,17000,7,37,8
Volvo,440,mechanical,red,278000,gasoline,1.8,hatchback,front,1150,6,19,27
Volvo,XC70,automatic,other,305775,gasoline,2.4,universal,all,5900,3,21,18
Volvo,S60,automatic,black,267000,gasoline,2.4,sedan,front,6050,7,54,14
Volvo,XC90,automatic,black,300000,diesel,2.4,suv,all,19000,13,33,9
Volvo,XC90,automatic,black,213000,gasoline,3.2,suv,all,13900,17,16,12
Volvo,S80,automatic,blue,118000,gasoline,2.5,sedan,front,15000,7,155,8
Volvo,S60,automatic,grey,250000,gasoline,2.4,sedan,front,7700,8,61,12
Volvo,S80,automatic,black,299000,gasoline,2.9,sedan,front,2900,4,81,19
Volvo,440,mechanical,red,123456,gasoline,1.8,hatchback,front,750,6,42,26
Volvo,XC60,automatic,red,110000,diesel,2.4,suv,all,17490,10,42,8
Volvo,S40,mechanical,blue,342153,gasoline,2,sedan,front,1300,9,32,21
Volvo,XC90,automatic,grey,213000,diesel,2.4,suv,all,15800,29,16,12
Volvo,S80,automatic,black,96000,gasoline,1.6,sedan,front,11900,8,80,8
Volvo,XC90,automatic,black,230000,gasoline,2.9,suv,all,7800,12,17,16
Volvo,440,mechanical,red,324829,gasoline,1.7,sedan,front,341.46,8,16,25
Volvo,S80,automatic,silver,295000,gasoline,2.5,sedan,front,6500,3,63,12
Volvo,V50,automatic,grey,248000,gasoline,2.4,universal,front,5800,6,141,16
Volvo,S40,automatic,black,175000,gasoline,1.9,sedan,front,2200,6,95,20
Volvo,S40,mechanical,blue,367000,diesel,1.9,sedan,front,2600,9,125,21
Volvo,S80,automatic,black,153000,gasoline,1.6,sedan,front,10500,13,73,9
Volvo,S80,automatic,silver,1000000,diesel,2.4,sedan,front,6500,4,138,18
Volvo,XC90,automatic,blue,300000,diesel,2.4,suv,all,11500,9,59,15
Volvo,S80,mechanical,black,206000,gasoline,1.6,sedan,front,9900,12,29,9
Volvo,C70,mechanical,silver,239000,gasoline,2,hatchback,front,3400,7,66,22
Volvo,C70,automatic,black,252000,gasoline,2.3,coupe,front,4950,12,171,22
Volvo,S60,automatic,silver,198000,gasoline,2.4,sedan,front,5300,5,73,18
Volvo,S60,automatic,blue,288000,gasoline,2.5,sedan,front,7000,6,18,15
Volvo,C70,mechanical,black,302000,gasoline,2.5,coupe,front,4200,16,18,18
Volvo,S80,mechanical,blue,322000,diesel,2.4,sedan,front,7000,19,19,18
Volvo,S60,automatic,black,211359,gasoline,2.4,sedan,front,3334.35,9,19,19
Volvo,S80,mechanical,black,250000,gasoline,2.9,sedan,front,4100,6,20,21
Volvo,XC90,automatic,black,205000,gasoline,2.5,suv,all,12000,5,28,13
Volvo,S80,automatic,brown,273000,diesel,2.4,sedan,front,10550,15,150,13
Volvo,S60,automatic,blue,515000,diesel,2.4,sedan,front,6100,15,20,18
Volvo,S80,automatic,silver,350000,gasoline,2.4,sedan,front,4200,7,70,18
Volvo,S60,mechanical,blue,200000,diesel,1.6,sedan,front,13333,13,21,6
Volvo,S80,automatic,black,263000,gasoline,2,sedan,front,4300,6,58,19
Volvo,S80,automatic,silver,300000,diesel,2.4,sedan,front,5500,20,153,18
Volvo,XC90,automatic,silver,200000,gasoline,2.9,suv,all,8000,4,91,16
Volvo,S40,mechanical,blue,297000,diesel,1.9,sedan,front,2000,8,141,23
Volvo,XC90,mechanical,black,288000,diesel,2.4,suv,front,11500,6,76,14
Volvo,850,automatic,grey,333333,diesel,2.5,sedan,front,2500,9,62,24
Volvo,460,mechanical,green,850000,gasoline,1.7,sedan,front,850,4,123,26
Volvo,XC90,automatic,black,208000,diesel,2.4,suv,all,17000,12,42,10
Volvo,XC90,automatic,black,217261,gasoline,2.5,suv,front,9100,8,43,16
Volvo,460,mechanical,silver,360000,gasoline,1.8,sedan,front,1300,5,234,24
Volvo,S80,automatic,grey,240000,gasoline,4.4,sedan,all,10300,6,35,13
Volvo,XC60,automatic,brown,196000,gasoline,2,suv,front,16600,12,102,7
Volvo,XC90,automatic,blue,362102,gasoline,2.9,suv,all,7500,5,64,17
Volvo,740,mechanical,grey,350000,gasoline,2.4,sedan,rear,600,4,208,32
Volvo,S60,mechanical,red,345000,gasoline,2.4,sedan,front,4402.35,7,88,19
Volvo,S80,mechanical,black,202000,gasoline,2,sedan,front,11500,12,23,10
Volvo,XC90,automatic,black,183000,gasoline,3.2,suv,all,15950,4,23,8
Volvo,S40,automatic,white,123919,gasoline,2.4,sedan,front,9350,8,24,11
Volvo,S60,automatic,other,200000,gasoline,2,sedan,front,10500,10,115,9
Volvo,S40,mechanical,blue,350000,gasoline,1.8,sedan,front,1500,20,114,24
Volvo,V50,mechanical,black,200000,diesel,1.6,universal,front,9200,11,153,10
Volvo,V40,mechanical,green,336000,gasoline,2,universal,front,2900,16,25,24
Volvo,850,automatic,other,350000,gasoline,2.5,sedan,front,2600,2,82,26
Volvo,V50,mechanical,silver,290000,gasoline,1.8,universal,front,7300,7,25,12
Volvo,S80,automatic,black,300891,gasoline,2.5,sedan,front,6383.76,6,25,14
Volvo,S70,automatic,green,337962,gasoline,2.4,sedan,front,1800,1,310,22
Volvo,740,mechanical,black,200000,gasoline,2.3,sedan,rear,1300,6,27,31
Volvo,S80,automatic,black,181000,gasoline,2.5,sedan,front,11700,6,27,9
Volvo,850,mechanical,blue,501000,gasoline,2.5,sedan,front,2200,11,66,24
Volvo,S80,mechanical,silver,533000,diesel,2.5,sedan,front,4200,4,64,20
Volvo,S60,automatic,grey,400000,gasoline,2.4,sedan,front,5300,9,89,17
Volvo,850,mechanical,grey,320000,gasoline,2.3,sedan,front,2000,5,44,26
Volvo,S40,mechanical,blue,250000,gasoline,1.8,sedan,front,3300,2,1750,24
Volvo,S40,automatic,silver,300000,gasoline,1.9,sedan,front,1100,8,90,21
Volvo,XC90,automatic,black,210000,gasoline,2.5,suv,all,14999,6,28,10
Volvo,460,mechanical,red,390000,gasoline,1.6,sedan,front,700,7,475,24
Volvo,XC60,automatic,black,285000,diesel,2.4,suv,all,22700,4,306,10
Volvo,S40,mechanical,white,500000,gasoline,2,sedan,front,1700,54,316,24
Volvo,460,mechanical,other,340000,gasoline,1.8,sedan,front,600,13,29,29
Volvo,S40,mechanical,black,330000,gasoline,1.8,sedan,front,6150,11,69,14
